state,state_id,county_name,county_id,total_population,percent_non_white,hispanic,percent_hispanic,white,percent_white,black,percent_black,amer_indian,percent_ai,asian,percent_asian,nat_haw_pac_isl,percent_nh,other,percent_other
IL,17,HENRY,73,51020,0.043708349,1467,0.02875343,48425,0.949137593,569,0.011152489,42,0.000823207,127,0.00248922,4,7.84E-05,21,0.000411603
IL,17,IROQUOIS,75,31334,0.05052016,1217,0.038839599,29580,0.944022468,222,0.007084956,42,0.001340397,87,0.002776537,3,9.57E-05,12,0.000382971
IL,17,JACKSON,77,59612,0.188301014,1443,0.024206536,47445,0.795896799,7694,0.129067973,165,0.002767899,1799,0.030178488,32,0.000536805,92,0.001543313
IL,17,JASPER,79,10117,0.008599343,48,0.004744489,10003,0.988731838,8,0.000790748,6,0.000593061,19,0.001878027,1,9.88E-05,5,0.000494218
IL,17,JEFFERSON,81,40045,0.097864857,531,0.013260082,35709,0.891721813,3093,0.077238107,77,0.001922837,188,0.004694718,2,4.99E-05,28,0.000699213
IL,17,JERSEY,83,21668,0.017537382,162,0.007476463,21148,0.976001477,113,0.005215064,38,0.001753738,54,0.002492154,7,0.000323057,6,0.000276906
IL,17,JO DAVIESS,85,22289,0.020189366,342,0.015343892,21733,0.97505496,41,0.001839472,21,0.000942169,36,0.001615146,1,4.49E-05,9,0.000403787
IL,17,JOHNSON,87,12878,0.173940054,368,0.028575866,10553,0.819459543,1821,0.141403945,34,0.002640162,17,0.001320081,0,0,0,0
IL,17,KANE,89,404119,0.312962271,95924,0.237365726,273390,0.676508652,22477,0.055619756,536,0.001326342,7142,0.017673012,57,0.000141048,338,0.000836387
IL,17,KANKAKEE,91,103833,0.210713357,4959,0.047759383,80829,0.778451937,15942,0.153535003,145,0.001396473,699,0.006731964,15,0.000144463,119,0.001146071
IL,17,KENDALL,93,54544,0.098965973,4086,0.074911998,48677,0.892435465,693,0.012705339,84,0.001540041,479,0.008781901,11,0.000201672,45,0.000825022
IL,17,KNOX,95,55836,0.105254674,1896,0.033956587,49355,0.883927932,3472,0.062182105,83,0.001486496,382,0.006841464,8,0.000143277,36,0.000644745
IL,17,LA SALLE,99,111509,0.074209258,5791,0.051933028,102444,0.918706113,1687,0.015128824,142,0.00127344,579,0.005192406,21,0.000188326,55,0.000493234
IL,17,LAKE,97,644356,0.253771208,92716,0.143889403,472968,0.7340166,43580,0.06763342,1048,0.00162643,24866,0.038590469,224,0.000347634,1085,0.001683852
IL,17,LAWRENCE,101,15452,0.019220813,137,0.008866166,15053,0.9741781,118,0.007636552,19,0.001229614,18,0.001164898,0,0,5,0.000323583
IL,17,LEE,103,36062,0.087349565,1147,0.031806334,32643,0.90519106,1753,0.048610726,32,0.000887361,202,0.005601464,5,0.00013865,11,0.00030503
IL,17,LIVINGSTON,105,39678,0.082715858,1056,0.026614245,36145,0.910958214,2032,0.051212259,60,0.001512173,121,0.003049549,2,5.04E-05,11,0.000277232
IL,17,LOGAN,107,31183,0.088509759,503,0.016130584,28247,0.905846134,2037,0.065324055,48,0.0015393,165,0.005291345,4,0.000128275,3,9.62E-05
IL,17,MACON,115,114706,0.157977787,1120,0.009764093,95128,0.829320175,16036,0.139800882,180,0.001569229,649,0.005657943,19,0.000165641,117,0.001019999
IL,17,MACOUPIN,117,49019,0.018768232,305,0.006222077,47828,0.975703299,396,0.0080785,100,0.002040025,88,0.001795222,12,0.000244803,19,0.000387605
IL,17,MADISON,119,258941,0.097234505,3925,0.015157893,231313,0.89330388,18825,0.072699959,626,0.002417539,1515,0.005850754,50,0.000193094,237,0.000915266
IL,17,MARION,121,41691,0.055935334,378,0.009066705,38951,0.934278381,1593,0.038209686,85,0.002038809,235,0.005636708,15,0.00035979,26,0.000623636
IL,17,MARSHALL,123,13180,0.018057691,138,0.01047041,12860,0.975720789,45,0.003414264,28,0.002124431,24,0.001820941,1,7.59E-05,2,0.000151745
IL,17,MASON,125,16038,0.010350417,80,0.004988153,15799,0.985097893,19,0.001184686,32,0.001995261,32,0.001995261,0,0,3,0.000187056
IL,17,MASSAC,127,15161,0.06800343,123,0.008112921,13962,0.920915507,826,0.054481894,29,0.001912803,38,0.002506431,0,0,15,0.000989381
IL,17,MCDONOUGH,109,32913,0.071005378,488,0.014826968,30284,0.920122748,1126,0.034211406,39,0.001184942,662,0.020113633,10,0.000303831,12,0.000364598
IL,17,MCHENRY,111,260077,0.097121237,19602,0.075369987,233026,0.895988496,1379,0.005302276,352,0.001353445,3734,0.014357286,42,0.000161491,150,0.000576752
IL,17,MCLEAN,113,150433,0.109723266,3833,0.025479782,132224,0.87895608,9189,0.061083672,224,0.001489035,3072,0.020421051,43,0.000285842,145,0.000963884
IL,17,MENARD,129,12486,0.015937851,94,0.007528432,12240,0.980297934,48,0.003844306,24,0.001922153,21,0.001681884,0,0,12,0.000961076
IL,17,MERCER,131,16957,0.018694371,216,0.012738102,16551,0.976057086,48,0.002830689,18,0.001061509,29,0.001710208,1,5.90E-05,5,0.000294863
IL,17,MONROE,133,27619,0.012708637,203,0.007350013,27156,0.983236178,11,0.000398277,47,0.001701727,85,0.003077592,1,3.62E-05,4,0.000144828
IL,17,MONTGOMERY,135,30652,0.052264126,326,0.010635521,28928,0.943755709,1141,0.037224325,59,0.001924834,67,0.002185828,5,0.000163121,4,0.000130497
IL,17,MORGAN,137,36616,0.073956719,496,0.013545991,33589,0.917331221,1950,0.053255407,59,0.001611317,167,0.004560848,2,5.46E-05,34,0.000928556
IL,17,MOULTRIE,139,14287,0.010149088,68,0.004759572,14078,0.985371317,28,0.001959824,24,0.001679849,14,0.000979912,7,0.000489956,4,0.000279975
IL,17,OGLE,141,51032,0.070661546,3066,0.06007995,47057,0.922107697,204,0.003997492,89,0.001744004,209,0.00409547,19,0.000372315,19,0.000372315
IL,17,PEORIA,143,183433,0.200885337,3827,0.020863203,143932,0.784657068,29320,0.159840378,365,0.001989827,3010,0.016409261,39,0.000212612,288,0.001570056
IL,17,PERRY,145,23094,0.102840564,406,0.017580324,20563,0.890404434,1849,0.080064086,46,0.001991859,63,0.002727981,4,0.000173205,7,0.000303109
IL,17,PIATT,147,16365,0.011243507,101,0.006171708,16090,0.983195845,39,0.002383135,12,0.000733272,20,0.00122212,2,0.000122212,10,0.00061106
IL,17,PIKE,149,17384,0.024562818,87,0.005004602,16868,0.970317533,260,0.014956282,29,0.001668201,41,0.002358491,5,0.000287621,5,0.000287621
IL,17,POPE,151,4413,0.056197599,40,0.009064129,4104,0.929979606,158,0.035803308,30,0.006798097,12,0.002719239,0,0,8,0.001812826
IL,17,PULASKI,153,7348,0.332063148,107,0.014561786,4841,0.658818726,2249,0.306069679,10,0.001360915,68,0.009254219,0,0,6,0.000816549
IL,17,PUTNAM,155,6086,0.039106145,171,0.028097272,5817,0.955800197,37,0.006079527,14,0.002300361,16,0.002628985,0,0,0,0
IL,17,RANDOLPH,157,33893,0.111822501,521,0.015371906,29860,0.881007878,3132,0.092408462,43,0.001268699,81,0.002389874,8,0.000236037,5,0.000147523
IL,17,RICHLAND,159,16149,0.017710074,124,0.007678494,15772,0.976654901,42,0.00260078,18,0.00111462,91,0.005635024,4,0.000247693,7,0.000433463
IL,17,ROCK ISLAND,161,149374,0.172854714,12791,0.085630699,121705,0.814766961,11099,0.074303426,288,0.001928046,1499,0.010035214,34,0.000227617,109,0.000729712
IL,17,SALINE,165,26733,0.05517525,258,0.009650993,25035,0.936482999,1079,0.040362099,71,0.002655893,52,0.001945161,3,0.000112221,12,0.000448883
IL,17,SANGAMON,167,188951,0.1209467,2000,0.010584755,163967,0.867775243,18134,0.095971972,353,0.001868209,2067,0.010939344,41,0.000216987,258,0.001365433
IL,17,SCHUYLER,169,7189,0.010154401,39,0.005424955,7090,0.986228961,16,0.002225622,11,0.001530115,5,0.000695507,1,0.000139101,1,0.000139101
IL,17,SCOTT,171,5537,0.005237493,10,0.001806032,5497,0.992775871,2,0.000361206,8,0.001444826,7,0.001264223,0,0,2,0.000361206
IL,17,SHELBY,173,22893,0.009609924,110,0.004804962,22581,0.98637138,35,0.001528852,24,0.001048355,46,0.002009348,0,0,5,0.000218407
IL,17,ST. CLAIR,163,256082,0.320561383,5604,0.021883615,171151,0.668344515,73282,0.28616615,577,0.002253185,2257,0.008813583,105,0.000410025,265,0.001034825
IL,17,STARK,175,6332,0.012634239,54,0.008528111,6213,0.98120657,4,0.000631712,10,0.00157928,12,0.001895136,0,0,0,0
IL,17,STEPHENSON,177,48979,0.100512465,747,0.015251434,43404,0.886175708,3732,0.076195921,63,0.001286266,332,0.006778415,14,0.000285837,35,0.000714592
IL,17,TAZEWELL,179,128485,0.026750157,1331,0.010359186,124270,0.967194614,1115,0.008678056,293,0.002280422,654,0.005090088,9,7.00E-05,35,0.000272405
IL,17,UNION,181,18293,0.040889958,481,0.026294211,17407,0.951566173,149,0.008145192,62,0.003389275,48,0.002623955,2,0.000109331,6,0.000327994
IL,17,VERMILION,183,83919,0.143567011,2504,0.029838296,71038,0.846506751,8802,0.104886855,161,0.001918517,494,0.005886629,13,0.000154911,74,0.000881803
IL,17,WABASH,185,12937,0.018010357,95,0.007343279,12602,0.974105279,51,0.003942181,21,0.001623251,57,0.004405967,6,0.000463786,3,0.000231893
IL,17,WARREN,187,18735,0.048945823,507,0.027061649,17672,0.943261276,296,0.015799306,30,0.001601281,61,0.003255938,17,0.000907393,6,0.000320256
IL,17,WASHINGTON,189,15148,0.014985476,108,0.007129654,14846,0.980063375,49,0.00323475,33,0.002178505,27,0.001782414,4,0.000264061,6,0.000396092
IL,17,WAYNE,191,17151,0.012477402,103,0.006005481,16853,0.98262492,19,0.001107807,29,0.001690864,58,0.003381727,1,5.83E-05,4,0.000233223
IL,17,WHITE,193,15371,0.013662175,103,0.00670093,15033,0.978010539,40,0.002602303,40,0.002602303,25,0.001626439,1,6.51E-05,1,6.51E-05
IL,17,WHITESIDE,195,60653,0.103754181,5347,0.088157222,53946,0.889420144,577,0.009513132,102,0.001681698,247,0.004072346,3,4.95E-05,17,0.000280283
IL,17,WILL,197,502266,0.215218629,43768,0.087141077,388523,0.773540315,51980,0.103490979,672,0.001337936,11021,0.021942556,120,0.000238917,536,0.001067164
IL,17,WILLIAMSON,199,61296,0.045060036,763,0.012447794,58006,0.946326025,1498,0.024438789,149,0.002430827,304,0.004959541,16,0.000261028,32,0.000522057
IL,17,WINNEBAGO,201,278418,0.193374711,19206,0.068982609,220817,0.793113233,29038,0.104296418,584,0.002097566,4719,0.016949335,76,0.000272971,216,0.000775812
IL,17,WOODFORD,203,35469,0.014040436,241,0.006794666,34760,0.980010714,84,0.002368265,58,0.001635231,108,0.003044912,1,2.82E-05,6,0.000169162
IN,18,ADAMS,1,33625,0.038245353,1118,0.033249071,32203,0.957710037,43,0.00127881,48,0.001427509,65,0.001933086,7,0.000208178,5,0.000148699
IN,18,ALLEN,3,331849,0.172632733,13877,0.041817212,269732,0.812815467,37149,0.111945493,1000,0.003013419,4597,0.013852686,103,0.000310382,562,0.001693541
IN,18,BARTHOLOMEW,5,71435,0.0622244,1598,0.022369987,66422,0.929824316,1281,0.017932386,99,0.001385875,1344,0.018814307,17,0.000237979,106,0.001483866
IN,18,BENTON,7,9421,0.029614691,245,0.026005732,9040,0.959558433,18,0.001910625,8,0.000849167,8,0.000849167,0,0,0,0
IN,18,BLACKFORD,9,14048,0.011887813,83,0.005908314,13773,0.98042426,16,0.001138952,41,0.002918565,22,0.001566059,0,0,5,0.000355923
IN,18,BOONE,11,46107,0.022187519,534,0.011581755,44847,0.972672262,157,0.003405123,99,0.002147179,210,0.004554623,5,0.000108443,18,0.000390396
IN,18,BROWN,13,14957,0.015644889,131,0.008758441,14609,0.976733302,32,0.002139466,32,0.002139466,29,0.001938891,1,6.69E-05,9,0.000601725
IN,18,CARROLL,15,20165,0.033473842,591,0.029308207,19413,0.962707662,36,0.001785272,33,0.001636499,12,0.000595091,0,0,3,0.000148773
IN,18,CASS,17,40930,0.091057904,2905,0.070974835,36921,0.902052284,499,0.012191547,90,0.002198876,204,0.004984119,10,0.00024432,19,0.000464207
IN,18,CLARK,19,96472,0.093902895,1799,0.018647898,86194,0.893461315,6345,0.065770379,218,0.002259723,565,0.005856622,30,0.000310971,102,0.001057302
IN,18,CLAY,21,26556,0.01314204,155,0.005836722,26038,0.98049405,86,0.00323844,55,0.002071095,28,0.001054376,4,0.000150625,21,0.000790782
IN,18,CLINTON,23,33866,0.078544854,2478,0.073170732,31052,0.916907813,67,0.001978385,43,0.00126971,63,0.001860273,4,0.000118113,5,0.000147641
IN,18,CRAWFORD,25,10743,0.016475844,100,0.009308387,10519,0.979149213,16,0.001489342,35,0.003257935,13,0.00121009,7,0.000651587,6,0.000558503
IN,18,DAVIESS,27,29820,0.029476922,620,0.020791415,28815,0.966297787,123,0.004124748,61,0.002045607,71,0.002380952,2,6.71E-05,2,6.71E-05
IN,18,DEARBORN,29,46109,0.016807998,266,0.005768939,45048,0.976989308,285,0.006181006,68,0.001474766,122,0.002645904,11,0.000238565,23,0.000498818
IN,18,DECATUR,31,24555,0.014253667,132,0.005375687,24092,0.98114437,12,0.000488699,24,0.000977398,177,0.007208308,3,0.000122175,2,8.14E-05
IN,18,DELAWARE,35,118769,0.088129058,1304,0.010979296,107068,0.901481026,7906,0.066566192,263,0.002214383,778,0.006550531,57,0.000479923,159,0.001338733
IN,18,DUBOIS,37,39674,0.032262942,1103,0.027801583,38266,0.964510763,53,0.001335887,34,0.000856984,74,0.001865201,11,0.00027726,5,0.000126027
IN,18,ELKHART,39,182791,0.153213233,16300,0.089172881,152421,0.833853964,9390,0.051370144,400,0.002188292,1652,0.009037644,58,0.000317302,206,0.00112697
IN,18,FAYETTE,41,25588,0.025871503,132,0.005158668,24773,0.968149132,428,0.016726591,19,0.000742536,68,0.002657496,3,0.000117242,12,0.00046897
IN,18,FLOYD,43,70823,0.062409106,772,0.010900414,65652,0.926986996,3099,0.043756972,131,0.001849682,324,0.004574785,22,0.000310634,72,0.001016619
IN,18,FOUNTAIN,45,17954,0.015484017,190,0.0105826,17599,0.980227247,19,0.00105826,34,0.001893728,32,0.001782333,1,5.57E-05,2,0.000111396
IN,18,FRANKLIN,47,22151,0.008893514,104,0.004695048,21862,0.986953185,7,0.000316013,34,0.001534919,41,0.001850932,2,9.03E-05,9,0.000406302
IN,18,FULTON,49,20511,0.038613428,473,0.023060797,19503,0.950855638,154,0.007508166,76,0.003705329,76,0.003705329,5,0.000243772,8,0.000390035
IN,18,GIBSON,51,32500,0.033446185,229,0.007046154,31208,0.960246154,621,0.019107692,57,0.001753846,167,0.005138462,1,3.08E-05,12,0.000369231
IN,18,GRANT,53,73403,0.107216327,1787,0.024345054,64607,0.880168385,5229,0.07123687,298,0.00405978,407,0.005544733,22,0.000299715,127,0.001730175
IN,18,GREENE,55,33157,0.014024189,268,0.008082758,32515,0.980637573,25,0.000753989,99,0.002985795,64,0.001930211,4,0.000120638,5,0.000150798
IN,18,HAMILTON,57,182740,0.058022326,2911,0.015929736,170674,0.933971763,2775,0.015185509,275,0.00150487,4423,0.024203787,49,0.000268141,170,0.000930283
IN,18,HANCOCK,59,55391,0.016482822,526,0.009496128,54155,0.977685906,74,0.001335957,85,0.001534545,203,0.003664855,10,0.000180535,15,0.000270802
IN,18,HARRISON,61,34325,0.018237435,331,0.009643117,33518,0.976489439,123,0.003583394,93,0.002709395,70,0.00203933,4,0.000116533,5,0.000145666
IN,18,HENDRICKS,63,104093,0.031769667,1162,0.011163095,99978,0.960468043,1143,0.010980565,235,0.002257597,674,0.006474979,32,0.000307417,61,0.000586014
IN,18,HENRY,65,48508,0.020532694,387,0.007978065,47274,0.974560897,412,0.008493444,72,0.001484291,92,0.001896594,5,0.000103076,28,0.000577224
IN,18,HOWARD,67,84964,0.100112988,1709,0.020114401,75378,0.887175745,5523,0.065004002,280,0.003295513,856,0.010074855,13,0.000153006,125,0.001471211
IN,18,HUNTINGTON,69,38075,0.018699935,363,0.009533815,37156,0.975863427,65,0.001707157,152,0.003992121,113,0.002967827,4,0.000105056,15,0.000393959
IN,18,JACKSON,71,41335,0.042845046,1112,0.026902141,39323,0.951324543,217,0.005249788,93,0.002249909,323,0.007814201,18,0.000435466,8,0.000193541
IN,18,JASPER,73,30043,0.031321771,733,0.024398362,28941,0.963319242,102,0.003395134,47,0.001564424,55,0.001830709,0,0,4,0.000133142
IN,18,JAY,75,21806,0.025772724,390,0.017884986,21131,0.969045217,54,0.002476383,35,0.001605063,74,0.003393561,5,0.000229295,4,0.000183436
IN,18,JEFFERSON,77,31705,0.033559375,332,0.010471534,30321,0.956347579,453,0.014287967,71,0.002239394,186,0.005866583,4,0.000126163,18,0.000567734
IN,18,JENNINGS,79,27554,0.019597888,193,0.007004428,26745,0.970639472,205,0.007439936,57,0.002068665,68,0.002467881,1,3.63E-05,16,0.000580678
IN,18,JOHNSON,81,115209,0.032263104,1591,0.013809685,110839,0.962068936,900,0.00781189,195,0.001692576,945,0.008202484,31,0.000269076,55,0.000477393
IN,18,KNOX,83,39256,0.034389648,322,0.008202568,37667,0.959522111,726,0.018493988,77,0.001961484,202,0.00514571,17,0.000433055,6,0.000152843
IN,18,KOSCIUSKO,85,74057,0.063937219,3722,0.050258585,68816,0.929230188,428,0.005779332,143,0.001930945,408,0.00550927,6,8.10E-05,28,0.000378087
IN,18,LAGRANGE,87,34909,0.036981867,1097,0.031424561,33405,0.956916554,61,0.0017474,37,0.001059899,84,0.002406256,0,0,12,0.000343751
IN,18,LAKE,89,484564,0.383379697,59128,0.122023097,293457,0.605610404,121372,0.250476717,854,0.001762409,3862,0.007970051,106,0.000218753,450,0.00092867
IN,18,LAWRENCE,93,45922,0.019119373,416,0.009058839,44711,0.973629197,177,0.003854362,122,0.002656679,129,0.002809111,4,8.71E-05,30,0.000653282
IN,18,MADISON,95,133358,0.099949009,1993,0.014944735,118874,0.891390093,10437,0.078263021,285,0.002137105,460,0.003449362,20,0.000149972,134,0.001004814
IN,18,MARION,97,860454,0.297531303,33290,0.038688878,592540,0.688636464,206716,0.240240617,1824,0.002119811,12198,0.014176237,308,0.000357951,1676,0.001947809
IN,18,MARSHALL,99,45128,0.067829286,2664,0.059032087,41761,0.925390002,114,0.002526148,121,0.002681262,138,0.003057968,5,0.000110796,19,0.000421025
IN,18,MARTIN,101,10369,0.008872601,42,0.004050535,10225,0.986112451,16,0.001543061,12,0.001157296,15,0.00144662,3,0.000289324,4,0.000385765
IN,18,MIAMI,103,36082,0.057175324,478,0.013247603,33560,0.930103653,1066,0.029543817,375,0.010392994,115,0.003187185,4,0.000110859,25,0.000692866
IN,18,MONROE,105,120563,0.086875741,2235,0.018538026,108314,0.898401666,3567,0.029586191,296,0.002455148,4048,0.033575807,46,0.000381543,282,0.002339026
IN,18,MONTGOMERY,107,37629,0.030880437,611,0.016237476,36223,0.962635202,281,0.007467645,73,0.001939993,158,0.004198889,9,0.000239177,30,0.000797257
IN,18,MORGAN,109,66689,0.013030636,490,0.007347539,65398,0.980641485,50,0.000749749,141,0.002114292,158,0.002369206,10,0.00014995,20,0.0002999
IN,18,NEWTON,111,14566,0.036180146,422,0.028971578,13947,0.957503776,24,0.001647673,43,0.00295208,32,0.002196897,3,0.000205959,3,0.000205959
IN,18,NOBLE,113,46275,0.080972448,3299,0.071291194,42221,0.912393301,172,0.00371691,94,0.002031334,166,0.00358725,8,0.00017288,8,0.00017288
IN,18,OHIO,115,5623,0.011915347,25,0.004446025,5531,0.983638627,27,0.004801707,6,0.001067046,8,0.001422728,1,0.000177841,0,0
IN,18,ORANGE,117,19306,0.017870093,108,0.005594116,18833,0.975499845,113,0.005853103,59,0.003056045,31,0.001605718,2,0.000103595,32,0.001657516
IN,18,OWEN,119,21786,0.015606353,164,0.00752777,21291,0.977278987,52,0.002386854,73,0.003350776,33,0.001514734,3,0.000137703,15,0.000688516
IN,18,PARKE,121,17241,0.032596718,104,0.006032133,16560,0.960501131,368,0.02134447,41,0.002378052,31,0.00179804,4,0.000232005,14,0.000812018
IN,18,PERRY,123,18899,0.024710302,133,0.007037409,18345,0.97068628,272,0.014392296,32,0.001693211,22,0.001164083,3,0.000158739,5,0.000264564
IN,18,PIKE,125,12837,0.009659578,74,0.005764587,12666,0.986679131,11,0.000856898,16,0.001246397,18,0.001402197,5,0.000389499,0,0
IN,18,PORTER,127,146798,0.068897397,7079,0.048222728,135334,0.921906293,1314,0.008951076,269,0.00183245,1327,0.009039633,37,0.000252047,88,0.000599463
IN,18,POSEY,129,27061,0.017405168,118,0.004360519,26443,0.977162706,231,0.00853627,66,0.002438934,42,0.001552049,1,3.70E-05,13,0.000480396
IN,18,PULASKI,131,13755,0.027553615,191,0.01388586,13294,0.966484915,126,0.009160305,29,0.002108324,28,0.002035623,1,7.27E-05,4,0.000290803
IN,18,PUTNAM,133,36019,0.049057443,412,0.011438408,33972,0.943168883,1044,0.028984703,102,0.002831839,185,0.005136178,11,0.000305394,13,0.000360921
IN,18,RANDOLPH,135,27401,0.018393489,333,0.012152841,26716,0.975000912,64,0.002335681,50,0.001824751,41,0.001496296,8,0.00029196,8,0.00029196
IN,18,RIPLEY,137,26523,0.016853291,247,0.009312672,25971,0.979187875,13,0.000490141,90,0.003393281,95,0.003581797,0,0,2,7.54E-05
IN,18,RUSH,139,18261,0.017852253,92,0.005038059,17794,0.974426373,108,0.005914243,29,0.001588084,84,0.004599967,4,0.000219046,9,0.000492854
IN,18,SCOTT,143,22960,0.013545296,222,0.00966899,22538,0.981620209,10,0.00043554,35,0.00152439,39,0.001698606,0,0,5,0.00021777
IN,18,SHELBY,145,43445,0.027275866,497,0.011439751,42006,0.966877661,325,0.007480723,84,0.001933479,252,0.005800437,6,0.000138106,21,0.00048337
IN,18,SPENCER,147,20391,0.02486387,303,0.014859497,19793,0.970673336,110,0.005394537,44,0.002157815,39,0.001912609,1,4.90E-05,10,0.000490412
IN,18,ST. JOSEPH,141,265559,0.178525299,12557,0.047285161,213890,0.805433068,30105,0.113364638,791,0.002978622,3512,0.013224933,109,0.000410455,335,0.00126149
IN,18,STARKE,149,23556,0.028740022,514,0.021820343,22685,0.963024283,51,0.002165053,51,0.002165053,47,0.001995245,6,0.000254712,8,0.000339616
IN,18,STEUBEN,151,33214,0.0317035,683,0.020563618,31931,0.961371711,119,0.003582827,94,0.002830132,132,0.003974228,6,0.000180647,19,0.000572048
IN,18,SULLIVAN,153,21751,0.055261827,179,0.008229507,20380,0.936968415,928,0.042664705,54,0.002482644,29,0.001333272,0,0,12,0.000551699
IN,18,SWITZERLAND,155,9065,0.013458356,78,0.008604523,8908,0.98268064,21,0.002316602,11,0.001213458,7,0.000772201,1,0.000110314,4,0.000441258
IN,18,TIPPECANOE,157,148955,0.125964218,7834,0.052593065,128653,0.863703803,3698,0.02482629,350,0.002349703,6630,0.044510087,31,0.000208117,220,0.001476956
IN,18,TIPTON,159,16577,0.018459311,201,0.012125234,16188,0.976533752,22,0.00132714,27,0.001628763,50,0.003016227,2,0.000120649,4,0.000241298
IN,18,UNION,161,7349,0.010885836,22,0.002993605,7237,0.984759831,17,0.00231324,19,0.002585386,14,0.001905021,1,0.000136073,7,0.000952511
IN,18,VANDERBURGH,163,171922,0.102145158,1679,0.009766057,152547,0.887303545,14008,0.08147881,279,0.001622829,1284,0.007468503,60,0.000348995,251,0.001459964
IN,18,VERMILLION,165,16788,0.0127472,107,0.0063736,16454,0.980104837,44,0.00262092,37,0.002203955,20,0.001191327,3,0.000178699,3,0.000178699
IN,18,VIGO,167,105848,0.088230292,1275,0.012045575,95184,0.899251757,6334,0.059840526,275,0.002598065,1288,0.012168392,34,0.000321215,133,0.001256519
IN,18,WABASH,169,34960,0.026716248,414,0.011842105,33803,0.966905034,139,0.003975973,217,0.006207094,140,0.004004577,11,0.000314645,13,0.000371854
IN,18,WARREN,171,8419,0.008670863,37,0.004394821,8318,0.988003326,7,0.000831453,12,0.001425347,15,0.001781684,2,0.000237558,0,0
IN,18,WARRICK,173,52383,0.024969932,340,0.006490655,50805,0.969875723,516,0.009850524,76,0.001450852,328,0.006261573,23,0.000439074,25,0.000477254
IN,18,WASHINGTON,175,27223,0.012195603,200,0.007346729,26749,0.982588253,36,0.001322411,35,0.001285678,43,0.001579547,2,7.35E-05,16,0.000587738
IN,18,WAYNE,177,71097,0.073097318,971,0.013657398,64967,0.913779766,3594,0.050550656,130,0.001828488,356,0.005007244,18,0.000253175,128,0.001800357
IN,18,WELLS,179,27600,0.019855073,397,0.014384058,26884,0.974057971,41,0.001485507,43,0.001557971,56,0.002028986,7,0.000253623,4,0.000144928
IN,18,WHITE,181,25267,0.060315827,1349,0.053389797,23580,0.933233071,35,0.001385206,59,0.002335062,62,0.002453793,8,0.000316619,11,0.00043535
IN,18,WHITLEY,183,30707,0.016771421,276,0.008988179,30040,0.978278568,57,0.001856254,104,0.00338685,55,0.001791123,12,0.00039079,11,0.000358225
KS,20,ALLEN,1,14385,0.045603059,278,0.019325686,13516,0.939589851,233,0.016197428,104,0.007229753,38,0.002641641,0,0,3,0.000208551
KS,20,ANDERSON,3,8110,0.022811343,88,0.010850801,7857,0.968803946,25,0.003082614,52,0.006411837,18,0.002219482,2,0.000246609,0,0
KS,20,ATCHISON,5,16774,0.0819721,327,0.019494456,15170,0.90437582,883,0.052640992,88,0.005246214,57,0.003398116,9,0.000536545,11,0.000655777
KS,20,BARBER,7,5307,0.029771999,107,0.02016205,5105,0.961937064,16,0.003014886,30,0.005652911,5,0.000942152,0,0,0,0
KS,20,BARTON,9,28205,0.100974995,2344,0.083105832,25094,0.889700408,304,0.010778231,131,0.004644567,60,0.002127282,2,7.09E-05,7,0.000248183
KS,20,BOURBON,11,15379,0.055270174,199,0.012939723,14345,0.932765459,466,0.03030106,117,0.007607777,56,0.003641329,5,0.000325119,7,0.000455166
KS,20,BROWN,13,10724,0.124487082,249,0.023218948,9230,0.860686311,161,0.015013055,890,0.082991421,22,0.002051473,1,9.32E-05,12,0.001118985
KS,20,BUTLER,15,59482,0.049460341,1336,0.022460576,55655,0.935661208,810,0.013617565,509,0.008557211,236,0.003967587,19,0.000319424,32,0.000537978
KS,20,CHASE,17,3030,0.033333333,53,0.017491749,2910,0.96039604,28,0.009240924,17,0.005610561,3,0.000990099,0,0,0,0
KS,20,CHAUTAUQUA,19,4359,0.052993805,59,0.013535214,4054,0.930029823,13,0.002982335,154,0.035329204,3,0.000688231,2,0.000458821,0,0
KS,20,CHEROKEE,21,22605,0.056093784,291,0.012873258,20700,0.915726609,137,0.006060606,773,0.034195974,51,0.002256138,8,0.000353904,8,0.000353904
KS,20,CHEYENNE,23,3165,0.030331754,82,0.025908373,3052,0.964296998,1,0.000315956,3,0.000947867,8,0.002527646,1,0.000315956,1,0.000315956
KS,20,CLARK,25,2390,0.051464435,96,0.040167364,2248,0.940585774,5,0.00209205,20,0.008368201,2,0.00083682,0,0,0,0
KS,20,CLAY,27,8822,0.01938336,73,0.008274768,8577,0.97222852,50,0.005667649,34,0.003854001,12,0.001360236,0,0,2,0.000226706
KS,20,CLOUD,29,10268,0.014316323,62,0.006038177,10058,0.979548111,34,0.003311258,23,0.002239969,26,0.002532139,0,0,2,0.00019478
KS,20,COFFEY,31,8865,0.026283136,137,0.015454033,8535,0.962774958,21,0.002368866,42,0.004737733,30,0.003384095,1,0.000112803,2,0.000225606
KS,20,COMANCHE,33,1967,0.022877477,35,0.017793594,1906,0.968988307,1,0.000508388,5,0.002541942,1,0.000508388,3,0.001525165,0,0
KS,20,COWLEY,35,36291,0.096607975,1304,0.035931774,32091,0.884268827,971,0.026755945,658,0.018131217,550,0.015155273,5,0.000137775,18,0.000495991
